Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char.,Pop. Char. Score,Pop. Char. Pctl
06037204920,2751,Los Angeles,90023,Los Angeles,-118.1974975,34.0175004,82.39,99.97,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.25164028,89.21,0.781,96.55,787.94,92.53,92.56,98.4,0,0,3682.693278,87.73,2522.622269,92.84,38.75,92.96,20.5,68.92,11.62,99.66,7,66.74,4.85,73.08,77.67,9.48,99.86,76.1,82.76,7.11,90.89,20.87,90.15,52.2,97.39,17.1,81.55,62.6,93.39,6.4,61.53,20.3,63.97,83.75,8.69,95.79
06037203300,2000,Los Angeles,90033,Los Angeles,-118.2077883,34.0588723,77.35,99.87,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.57687534,91.57,1.053,98.41,798.87,93.57,74.68,84.31,0,0,1894.993347,78.08,2125.866346,88.83,16.8,77.7,47.55,89.41,2.09,92.8,13,91.87,0.5,22.08,74.46,9.09,99.45,65.53,74.85,6.16,78.36,13.45,57.13,52.1,97.33,28.4,94.87,71.7,97.95,11.9,91.94,28.3,87.49,82.01,8.51,94.49
06037291220,3640,Los Angeles,90247,Los Angeles,-118.286709,33.8771395,77.25,99.86,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.041,24.88,12.0660607,82.35,0.637,94.08,805.57,94.04,66.07,74.22,66.5,74.14,19774.78971,99.52,3455.239256,97.63,16,76.73,37.55,84.71,7.28,98.84,16,96.26,4.2,70.9,81.9,10,100,64.77,74.05,7.77,95.43,12.99,53.75,31.6,81.93,20.1,86.75,51.5,83.49,4.5,37.71,26.1,82.79,74.47,7.73,86.01
06037243100,6772,Los Angeles,90059,Los Angeles,-118.2350934,33.9327963,76.85,99.84,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.0902374,83.73,0.805,96.76,787.94,92.53,75.63,85.29,0,0,8878.613322,96.72,2484.965675,92.41,16.9,77.77,13.15,54.66,1.22,88.1,0,0,0.2,9.67,63.9,7.8,94.95,129.2,97.1,9.48,99.23,26.48,98.63,44.8,93.48,12.4,69.79,73.5,98.45,15.6,97.27,41.2,99,94.96,9.85,99.91
06037227010,5705,Los Angeles,90011,Los Angeles,-118.2469968,34.0185256,76.65,99.82,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.09940492,84.39,0.565,91.89,787.94,92.53,95.59,99.57,0,0,2762.896647,83.81,832.5616204,46.5,53.15,96.4,4.55,27.78,3.065,96.24,7,66.74,7.25,83.92,70.21,8.57,98.52,68.48,77.37,5.57,66.05,21.83,93.28,63.2,99.62,28.3,94.79,68.6,96.86,8.4,77.76,39.5,98.44,86.2,8.94,97.37
06037226001,2615,Los Angeles,90021,Los Angeles,-118.2502739,34.0244835,76.52,99.81,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.15802236,87.29,0.629,93.86,787.94,92.53,97.66,99.96,0,0,2607.823324,83.11,2429.418553,91.94,49.05,95.6,8.6,42.16,4.435,97.45,7,66.74,9.5,89.83,75.76,9.25,99.68,72.02,79.92,5.24,58.56,13.67,58.35,44.6,93.36,28.1,94.63,71.9,98.02,9.6,84.58,40.8,98.87,79.75,8.27,92.36
06037239202,5999,Los Angeles,90001,Los Angeles,-118.2649765,33.9856783,76.24,99.77,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,12.14495497,86.78,0.232,67.39,787.94,92.53,91.13,97.56,0,0,3873.586792,88.71,1052.626827,61.29,127.95,99.66,44.6,88.05,0.56,72.97,0,0,6,79.95,67.23,8.21,97.09,84.75,87.6,6.38,81.88,21.32,91.86,52.9,97.61,23.3,90.58,57.5,89.66,9.1,82.33,46,99.59,89.53,9.29,98.94
06037206050,2031,Los Angeles,90023,Los Angeles,-118.2244531,34.0299036,75.99,99.76,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,50.99,12.41537427,90.54,1.141,98.79,787.94,92.53,65.25,73.23,0,0,2566.769979,82.88,3665.685846,98.11,33.55,89.94,13.75,55.64,9.24,99.23,7,66.74,23.1,98.97,76.29,9.32,99.74,51.49,58.47,10.32,99.7,12.45,50.12,43.8,92.69,22.1,89.23,58.9,90.87,9.6,84.58,25.6,81.84,78.64,8.16,91.14
06037205120,3548,Los Angeles,90023,Los Angeles,-118.2117956,34.0187546,75.72,99.75,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.047,50.54,12.27407804,89.42,0.571,92.08,787.94,92.53,88.26,95.63,0,0,4157.740072,90.01,928.4647117,53.66,58.65,97.18,20,68.42,22.27,99.97,7,66.74,6.5,81.19,74.56,9.1,99.49,76.1,82.76,5.88,72.85,20.87,90.15,59,99.14,22.4,89.62,82.3,99.62,3.3,21.11,26.1,82.79,80.19,8.32,92.71
06037226002,1820,Los Angeles,90021,Los Angeles,-118.2477686,34.0326196,75.55,99.72,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.047,50.54,12.25156535,89.2,0.704,95.46,787.94,92.53,64.02,71.59,0,0,2428.106649,82.25,1931.043768,85.94,58.7,97.2,28.3,78.12,6.875,98.76,7,66.74,15.05,96.04,76.42,9.33,99.76,134.16,97.66,5.83,71.64,14.79,65.09,25.7,74.41,24.4,91.81,44.5,75.4,8.7,79.72,21.4,68.54,78.05,8.1,90.41
06037104703,2174,Los Angeles,91331,Los Angeles,-118.4005905,34.2552325,74.98,99.66,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.067,97,11.2284956,57.21,0.576,92.2,726.64,83.13,73.82,83.38,0,0,758.059672,59.58,785.071341,43.09,43.2,94.38,51.5,90.57,1.585,90.85,4,43.78,18.2,97.71,70.78,8.64,98.76,77.81,84.01,6.74,87.09,12.79,52.73,49.9,96.46,18.7,84.71,63.4,93.92,NA,NA,34.2,95.53,83.63,8.68,95.69
06037240500,7326,Los Angeles,90003,Los Angeles,-118.275663,33.9469248,74.91,99.65,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.0998549,84.43,0.321,78.44,787.94,92.53,84.24,92.84,0,0,6373.313395,94.57,3154.098167,96.53,0.95,11.93,16,61.55,0.06,8.76,7,66.74,7.2,83.8,63.39,7.74,94.59,113.88,95.43,7.07,90.6,27.88,99.23,50,96.51,14.2,75.19,63.7,94.13,12.7,93.71,38.4,98.01,93.3,9.68,99.77
06037291210,5768,Los Angeles,90247,Los Angeles,-118.2870814,33.8886904,74.44,99.61,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.042,26.7,12.06226955,81.93,0.693,95.23,806.8,94.24,78.27,87.74,25.99,67.83,58279.08212,99.92,2511.594785,92.75,16.65,77.45,60.3,92.51,8.38,99.1,0,0,15.95,96.47,78.23,9.55,99.9,70.46,78.74,5.81,71.26,13.6,58,25.6,74.34,18,83.35,44.3,75.11,10.3,87.39,26.8,84.46,75.13,7.79,86.81
06037242600,4756,Los Angeles,90059,Los Angeles,-118.2502423,33.932376,73.34,99.52,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.0688233,82.53,0.841,97.09,787.94,92.53,83.98,92.63,0,0,8898.52661,96.75,3529.731022,97.81,0,0,1.5,10.64,0.135,23.72,7,66.74,5,75.67,61.33,7.49,92.51,136.47,98.07,6.99,89.8,27.86,99.08,50.9,96.9,13.9,74.1,86.9,99.86,17.8,98.54,35.7,96.63,94.43,9.8,99.85
06037242700,6035,Los Angeles,90059,Los Angeles,-118.2426486,33.9363535,73.33,99.51,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.07407493,82.81,0.522,90.69,787.94,92.53,82.12,91.12,0,0,8065.676676,96.26,1794.888252,83.74,4.55,40.87,7.5,39.45,0.45,65.92,7,66.74,0.5,22.08,63.36,7.74,94.55,110.5,94.97,8.37,97.73,23.51,95.99,44.4,93.1,10.9,65.19,66.5,95.8,8.6,78.97,45.6,99.56,91.38,9.48,99.42
06037206032,5687,Los Angeles,90033,Los Angeles,-118.2246242,34.046259,73.31,99.5,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.55763366,91.44,1.068,98.48,787.94,92.53,80.24,89.48,0,0,2124.592977,80.4,2360.78323,91.16,68,97.97,15.55,60.45,2.115,92.96,7,66.74,2,52.9,74.5,9.1,99.46,79.94,85.11,4.91,49.91,16.72,74.91,46.2,94.37,42.3,98.9,66.8,95.94,4.8,41.84,34.8,95.97,77.69,8.06,89.81
06037203500,2907,Los Angeles,90033,Los Angeles,-118.2185819,34.057226,73.09,99.47,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.84192716,93.07,0.956,97.9,761.16,86.59,89.23,96.14,0,0,1984.473328,79.07,3196.052323,96.7,78.65,98.66,39.85,85.9,5.08,97.86,7,66.74,0,0,73.81,9.01,99.34,81.13,85.73,6.02,75.56,16.94,75.69,33,83.45,22.4,89.62,65.4,95.24,3.9,29.41,29.1,89.09,78.18,8.11,90.53
06037239201,3753,Los Angeles,90003,Los Angeles,-118.2771699,33.9857805,72.93,99.46,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,12.05259566,81.32,0.784,96.59,787.94,92.53,91.64,97.87,0,0,3780.143188,88.15,3970.780012,98.68,27.6,87.66,19.05,66.96,0.225,39.77,0,0,1.25,38.99,65.15,7.96,95.96,113.88,95.43,6.38,81.88,27.88,99.23,51.8,97.29,18.3,84.04,52.7,84.95,6,57.25,43.6,99.39,88.38,9.17,98.6
06037219902,3809,Los Angeles,90016,Los Angeles,-118.368517,34.02931,72.78,99.45,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,11.84882762,71.23,0.357,81.84,787.94,92.53,79.91,89.17,0.14,28.28,2039.298991,79.77,2253.086852,90.24,7.1,50.56,30,79.69,1.045,85.64,7,66.74,2.5,59.18,70.96,8.66,98.78,88.26,89.11,8.33,97.66,15.22,67.81,32,82.46,13.7,73.37,46.1,77.58,6.2,59.38,31.6,92.71,80.98,8.4,93.49
06037127400,6558,Los Angeles,91406,Los Angeles,-118.4782103,34.2102531,71.85,99.32,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,12.29587676,89.61,0.457,87.92,726.64,83.13,70.56,79.87,0,0,685.6316884,57.76,2892.070994,95.34,59.3,97.24,31.3,80.71,2.36,94.12,2,23.88,0,0,68.45,8.36,97.69,77.98,84.25,7.86,95.87,19.65,86.24,28.9,78.75,22.8,90.04,48.6,80.34,4.6,39.21,35.4,96.41,82.87,8.6,95.17
06037294701,3099,Los Angeles,90744,Los Angeles,-118.2549079,33.7780161,71.29,99.27,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.039,17.65,11.73680492,67.45,1.465,99.37,391.08,42.43,81.37,90.47,0,0,9756.536946,97.24,632.7478884,30.94,46.95,95.24,62.1,92.89,3.305,96.66,16,96.26,21,98.49,69.1,8.44,97.98,76.33,83,5.5,64.47,21.61,92.82,50.6,96.77,24.6,91.95,58.9,90.87,4.9,43.09,30.6,91.46,81.46,8.45,93.99
06037239330,2458,Los Angeles,90001,Los Angeles,-118.2631029,33.9783876,71.24,99.26,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,12.14625901,86.88,0.203,62.51,787.94,92.53,90.52,97.09,0,0,4239.376709,90.27,1230.505058,69.83,68.15,97.98,28.25,78.05,0.445,65.18,0,0,2.7,60.11,65.01,7.94,95.86,113.45,95.31,6.68,86.16,27.79,99.02,50.1,96.58,7.8,52.51,61.2,92.45,6,57.25,41,98.94,86.52,8.97,97.6
06037239702,4334,Los Angeles,90003,Los Angeles,-118.2750006,33.962202,70.76,99.22,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.116733,85.59,0.467,88.39,787.94,92.53,86.09,94.09,0,0,5194.089925,92.8,3032.755893,96.01,6.7,47.48,3.6,23.66,0.225,39.77,0,0,3,63.67,60.35,7.37,91.44,113.88,95.43,7.5,93.88,27.88,99.23,44,92.88,10.9,65.19,68.1,96.62,11.4,90.86,42.3,99.21,92.57,9.6,99.61
06037296210,3132,Los Angeles,90731,Los Angeles,-118.2839528,33.7476138,70.53,99.19,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.038,16.78,11.70137136,66.31,1.097,98.63,391.08,42.43,76.76,86.34,0,0,5523.829834,93.35,856.100235,48.26,8,53.43,42.55,87.28,2.695,95.2,8,72.15,6.7,81.51,63.65,7.77,94.79,103.61,93.62,7.49,93.75,14.57,64.02,36.9,87.17,23.8,91.22,56,88.18,13.2,94.66,33.2,94.7,87.49,9.08,98.2
06037120020,3872,Los Angeles,91402,Los Angeles,-118.4548516,34.2188235,70.33,99.16,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.81424877,70.17,0.169,56.07,726.64,83.13,75.93,85.66,0,0,694.0063477,58.04,1444.132983,76.74,41.6,93.97,2.5,16.75,2.62,95.01,0,0,3,63.67,61.58,7.52,92.82,93.94,90.85,6.1,77.19,20.82,89.77,41.1,90.67,34.5,97.52,62.7,93.48,13.6,95.12,33.9,95.25,90.17,9.35,99.21
06037205110,3904,Los Angeles,90023,Los Angeles,-118.2142985,34.0245059,70.13,99.1,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,51.9,12.25398221,89.28,0.363,82.2,787.94,92.53,98.7,99.99,0,0,2808.570027,84,752.2054963,40.53,12.75,70.46,3.55,23.49,9.81,99.4,7,66.74,5.55,77.64,67.55,8.25,97.26,76.1,82.76,5.68,68.54,20.87,90.15,60.7,99.39,26.3,93.38,60.8,92.2,5,44.35,28.5,87.88,81.96,8.5,94.45
06037122410,3457,Los Angeles,91605,Los Angeles,-118.3919739,34.2044832,70.04,99.09,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.52566258,61.37,0.139,48.35,726.64,83.13,62.76,69.59,0,0,926.9586692,62.5,1034.494912,60.23,38.75,92.96,49,89.91,0.93,84.04,0,0,3.5,66.69,61.73,7.54,92.98,79.39,84.67,7.07,90.6,21.48,92.31,35.1,85.4,21.5,88.47,59.9,91.56,9.8,85.49,41.1,98.96,89.58,9.29,98.98
06037208000,7508,Los Angeles,90026,Los Angeles,-118.2560631,34.0625684,69.81,99.05,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.53587816,91.28,0.769,96.39,787.94,92.53,58.34,63.53,0.05,20.55,1906.571736,78.24,2879.594269,95.28,25.65,86.58,20,68.42,0.96,84.71,7,66.74,9.2,89.14,75.67,9.24,99.64,41.43,43.84,7.59,94.51,10.45,33.6,31.9,82.31,18.8,84.79,59.6,91.46,10.1,86.75,35.6,96.58,72.85,7.56,83.85
06037239310,4501,Los Angeles,90003,Los Angeles,-118.2773062,33.9785291,69.57,98.99,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.13275518,86.38,0.724,95.84,787.94,92.53,93.23,98.83,0,0,4144.716634,89.96,3767.169464,98.39,14.35,73.81,8.25,41.42,0.06,8.76,0,0,0.9,26.55,60,7.33,90.88,113.88,95.43,6.57,84.53,27.88,99.23,50.7,96.81,23.8,91.22,68.1,96.62,7,67.48,38.7,98.12,91.56,9.5,99.46
06037228900,2918,Los Angeles,90058,Los Angeles,-118.2430143,33.9920544,69.56,98.98,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.16800708,87.47,0.267,72.64,787.94,92.53,95.33,99.51,0,0,3601.543335,87.28,508.4178425,21.53,54.85,96.73,0.75,4.42,9.525,99.32,0,0,8,86.51,61.29,7.48,92.48,80.43,85.47,6.09,77.05,19.67,86.29,61.9,99.48,23.1,90.34,77.8,99.15,17,98.2,32.7,94.16,89.6,9.29,98.99
06037219901,4150,Los Angeles,90016,Los Angeles,-118.3605226,34.0297377,69.52,98.97,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,11.94583615,75.48,0.272,73.34,787.94,92.53,84.37,92.93,0.04,19.9,2082.327657,80.1,3054.125252,96.18,3.9,34.83,8.05,40.84,0.345,55.42,7,66.74,3.5,66.69,65.59,8.01,96.28,99.57,92.49,7.53,94.03,16.87,75.52,46.2,94.37,11.7,67.72,50.1,81.91,6.1,58.36,38,97.77,83.69,8.68,95.74
06037228100,5505,Los Angeles,90011,Los Angeles,-118.2439607,34.009617,69.26,98.92,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.15734144,87.26,0.316,78.02,787.94,92.53,92.7,98.5,0,0,3011.45992,84.88,554.9191044,25.06,57.05,97,4.75,28.08,1.92,92.3,7,66.74,2.6,59.43,65.67,8.02,96.33,69.35,77.94,5.26,59.19,21,90.35,55.5,98.44,27.4,94.18,60.3,91.85,8.1,76.05,31.8,92.94,83.26,8.64,95.44
06037117408,3073,Los Angeles,91343,Los Angeles,-118.4703709,34.2248464,68.96,98.88,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,12.06000567,81.77,0.452,87.59,726.64,83.13,63.15,70.26,0,0,650.1786652,56.73,3927.660141,98.59,40.5,93.54,11.5,50.87,0.355,56.69,0,0,0,0,61.05,7.45,92.16,86.23,88.17,7.88,95.95,15.46,69.11,40.8,90.5,25.5,92.8,69.8,97.3,11.2,90.33,40.8,98.87,89.18,9.25,98.87
06037204700,5510,Los Angeles,90023,Los Angeles,-118.2124515,34.0309821,68.92,98.87,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.30827709,89.71,1.076,98.53,828.12,95.67,91.36,97.72,0,0,2522.046671,82.66,4013.208536,98.74,5.65,44.21,1.05,7.19,3.9,97.11,7,66.74,4.75,73.01,70.61,8.62,98.68,70.82,79,5.81,71.26,19.23,84.98,41.5,91.03,10,61.9,39.2,67.85,8.6,78.97,24.5,78.73,77.06,7.99,89.22
06037121222,5139,Los Angeles,91352,Los Angeles,-118.3919494,34.2321411,68.65,98.79,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.41126373,59.48,0.368,82.59,726.64,83.13,69.49,78.44,0,0,764.6736857,59.78,2560.759679,93.19,50.8,96.04,5.7,32.51,0.78,80.87,4,43.78,16.45,96.75,69.18,8.45,98.06,74.78,81.89,8.03,96.56,15.13,67.12,46.9,94.65,6.7,47.08,54.3,86.38,5.4,49.86,35.1,96.15,78.34,8.13,90.73
06037185320,2991,Los Angeles,90065,Los Angeles,-118.2242419,34.0887194,68.57,98.78,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.05,62.53,12.45587973,90.85,0.357,81.78,767.52,86.87,79.9,89.16,0,0,1640.341634,75.12,2390.883961,91.49,50.1,95.82,20.8,69.15,0.025,3.64,8,72.15,8.8,88.04,70.07,8.56,98.48,65.4,74.75,6.62,85.31,11.07,38.48,45.2,93.79,23,90.24,58.9,90.87,11.5,91.12,23.5,75.68,77.26,8.01,89.41
06037120010,2704,Los Angeles,91402,Los Angeles,-118.4622655,34.2191995,68.43,98.74,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.065,93.63,12.08174436,83.19,0.184,59.02,726.64,83.13,89.01,96.07,0,0,680.3183187,57.63,1392.963629,75.24,41.35,93.92,10,47.43,0.9,83.4,0,0,1.5,42.31,63.46,7.75,94.62,93.8,90.69,6.46,83,20.79,89.57,33.8,84.18,16.3,80.01,47.9,79.55,9.1,82.33,27.9,86.57,85.14,8.83,96.71
06037240200,5159,Los Angeles,90003,Los Angeles,-118.2761415,33.9560337,68.33,98.71,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.116733,85.59,0.436,86.81,787.94,92.53,80.05,89.29,0,0,5622.976807,93.51,3525.282743,97.79,4.5,40.84,5.5,32.38,0.15,26.67,0,0,4.5,72.39,59.87,7.31,90.67,113.88,95.43,6.42,82.46,27.88,99.23,44.7,93.43,13.7,73.37,64.1,94.43,9.1,82.33,34.3,95.64,90.11,9.35,99.18
06037241120,5146,Los Angeles,90061,Los Angeles,-118.2768346,33.9364442,68.26,98.7,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.0881206,83.61,0.51,90.29,787.94,92.53,86.41,94.24,0,0,7514.196533,95.79,2775.215502,94.56,0,0,5.5,32.38,0,0,7,66.74,2.2,54.85,58.86,7.19,89.37,125.21,96.61,9.78,99.41,21.82,93.27,47.8,95.25,14.3,75.53,61.9,92.94,7.3,69.98,49.4,99.78,91.56,9.5,99.47
06037242100,2852,Los Angeles,90002,Los Angeles,-118.2336329,33.945396,68.24,98.69,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.06544894,82.34,0.284,74.67,787.94,92.53,75.99,85.71,0,0,6522.666707,94.75,956.109058,55.41,76.6,98.58,17.5,64.22,1.135,86.94,0,0,0.5,22.08,61.7,7.53,92.96,103.63,93.67,5.25,58.79,25.73,98.11,44.9,93.61,12.3,69.47,91.2,99.95,18.4,98.79,32.4,93.73,87.31,9.06,98.1
06037121900,3761,Los Angeles,91352,Los Angeles,-118.3831998,34.217858,68.18,98.66,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,11.43961966,59.88,0.164,54.67,726.64,83.13,72.72,82.12,0,0,859.338989,61.54,1676.067303,81.51,41.65,93.99,20.8,69.15,1.2,87.82,0,0,16.55,96.84,66.01,8.06,96.57,69.64,78.17,6.52,83.85,18.32,81.97,41.8,91.27,19.4,85.74,40.1,69.35,6.8,65.63,36,96.83,81.54,8.46,94.07
06037241002,4144,Los Angeles,90059,Los Angeles,-118.2614031,33.925262,68.15,98.65,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.0964657,84.17,0.582,92.42,803.56,93.87,85.62,93.82,0,0,10566.41976,97.69,3247.400721,96.91,5.4,43.52,3.75,25.09,0.43,63.9,7,66.74,0.5,22.08,64.01,7.82,95.11,97.62,91.89,7.93,96.1,18.87,83.77,33.3,83.8,12.8,70.88,45.3,76.62,7.2,69.13,28.2,87.25,84.06,8.72,96.03
06037204600,4080,Los Angeles,90023,Los Angeles,-118.2158297,34.0366414,68.07,98.61,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.47302993,90.95,0.989,98.22,787.94,92.53,93.05,98.7,0,0,2338.079997,81.71,3291.982798,97.04,8.5,54.26,6.3,35.66,0.755,80.28,7,66.74,8.1,86.64,72.65,8.87,99.13,51.48,58.46,5.22,58.02,13.23,55.45,51.1,97.03,17.1,81.55,64.2,94.5,9.4,83.63,35.5,96.53,73.98,7.67,85.3
06037204820,2241,Los Angeles,90023,Los Angeles,-118.2058412,34.0238161,68.04,98.6,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.24094412,89.14,0.579,92.31,787.94,92.53,81.05,90.23,0,0,3039.246664,84.96,3550.700079,97.86,24.15,85.67,7.8,39.9,8.005,98.98,7,66.74,1,35.72,71.86,8.77,98.97,76.1,82.76,4.91,49.91,20.87,90.15,44.9,93.61,23,90.24,59.4,91.27,2.5,10.66,29.9,90.41,74.76,7.75,86.4
06037122420,4503,Los Angeles,91605,Los Angeles,-118.3832842,34.20361,67.86,98.55,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.51838156,61.18,0.242,68.94,726.64,83.13,68.44,77.05,0,0,959.8056439,63.02,792.5627615,43.69,36.9,91.97,36.5,83.99,2.935,95.91,0,0,3,63.67,62.84,7.67,94.01,79.39,84.67,7.14,91.28,21.48,92.31,37.1,87.37,24.3,91.7,44.8,75.84,6,57.25,32,93.26,85.25,8.84,96.76
06037242200,6402,Los Angeles,90002,Los Angeles,-118.2391843,33.9486636,67.75,98.54,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.06896138,82.55,0.097,36.25,787.94,92.53,80.18,89.44,0,0,6110.110026,94.17,559.8170989,25.49,49,95.58,32.8,81.89,0.37,58.27,0,0,2,52.9,57.41,7.01,86.94,103.63,93.67,6.52,83.85,25.73,98.11,53.9,97.91,22.3,89.52,75.2,98.79,10.8,89.19,36.2,96.96,93.17,9.67,99.76
06037239501,3729,Los Angeles,90001,Los Angeles,-118.2628927,33.9729857,67.63,98.52,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,12.14625901,86.88,0.18,58.25,787.94,92.53,96.8,99.9,0,0,4610.929932,91.54,1152.544557,66.51,23.5,84.98,17,63.37,0.23,40.13,0,0,1.5,42.31,60.02,7.33,90.94,76.06,82.69,7.37,92.96,22.09,93.54,48.4,95.67,19.8,86.3,62.1,93.04,7.7,73.41,31.5,92.64,88.97,9.23,98.8
06037199000,5391,Los Angeles,90031,Los Angeles,-118.2197131,34.0800585,66.95,98.4,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.05,60.93,12.97004897,93.65,0.676,94.88,817.19,94.79,63.54,70.89,0,0,1700.55599,75.81,2459.873712,92.21,63.6,97.65,32.6,81.75,0.725,79.22,8,72.15,12.5,94.11,76.92,9.39,99.8,60.2,69.18,6.33,80.99,9.9,29.05,36.5,86.86,25.1,92.39,49.1,80.78,5.8,55.02,22.8,73.41,68.72,7.13,78.48
06037291110,4391,Los Angeles,90044,Los Angeles,-118.2868209,33.9200912,66.54,98.27,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.13197187,86.33,0.888,97.42,805.75,94.09,73.31,82.84,0,0,9899.106607,97.32,2374.418694,91.33,4.95,41.75,20.05,68.47,0.315,51.89,0,0,6.65,81.37,64.5,7.88,95.46,81.43,85.92,7.31,92.49,14.75,64.79,27.9,77.41,13.3,72.26,50.1,81.91,10.9,89.46,28.6,88.1,81.45,8.45,93.95
06037239701,5134,Los Angeles,90003,Los Angeles,-118.2752632,33.966092,66.53,98.26,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.11496733,85.49,0.51,90.32,787.94,92.53,87.71,95.25,0,0,4866.87321,92.22,3238.402884,96.89,5.2,43.04,1.5,10.64,0.05,7.35,0,0,1.5,42.31,55.88,6.82,84.11,113.88,95.43,9.38,99.13,27.88,99.23,47.6,95.1,20.4,87.21,63.6,94.07,8.6,78.97,33.7,95.12,94.01,9.75,99.81
